"","participant","cue","response","response_order","condition"
"13905","MM_078","movie","popcorn",3,"n"
"13906","MM_078","little","small",1,"n"
"13907","MM_078","little","baby",2,"n"
"13908","MM_078","little","minature",3,"n"
"13909","MM_078","bedroom","house",1,"n"
"13910","MM_078","bedroom","bed",2,"n"
"13911","MM_078","bedroom","bed",3,"n"
"13912","MM_078","teacher","school",1,"n"
"13913","MM_078","teacher","class",2,"n"
"13914","MM_078","teacher","learning",3,"n"
"13915","MM_078","show","series",1,"n"
"13916","MM_078","show","teleivision",2,"n"
"13917","MM_078","show","netflix",3,"n"
"13918","MM_078","hat","accessorie",1,"n"
"13919","MM_078","hat","sun",2,"n"
"13920","MM_078","hat","shade",3,"n"
"13921","MM_078","share","kind",1,"n"
"13922","MM_078","share","borrow",2,"n"
"13923","MM_078","share","helpful",3,"n"
"13924","MM_078","bench","sit",1,"n"
"13925","MM_078","bench","park",2,"n"
"13926","MM_078","bench","rest",3,"n"
"13927","MM_078","ankle","foot",1,"n"
"13928","MM_078","ankle","sprain",2,"n"
"13929","MM_078","ankle","runner",3,"n"
"13930","MM_078","light","sun",1,"n"
"13931","MM_078","light","switch",2,"n"
"13932","MM_078","light","bulb",3,"n"
"13933","MM_078","thirsty","water",1,"n"
"13934","MM_078","thirsty","drink",2,"n"
"13935","MM_078","thirsty","dehydrated",3,"n"
"13936","MM_078","tiger","lsu",1,"n"
"13937","MM_078","tiger","mike",2,"n"
"13938","MM_078","tiger","animal",3,"n"
"13939","MM_078","game","football",1,"n"
"13940","MM_078","game","sports",2,"n"
"13941","MM_078","game","video",3,"n"
"13942","MM_078","people","group",1,"n"
"13943","MM_078","people","humans",2,"n"
"13944","MM_078","people","multiple",3,"n"
"13945","MM_078","mine","posession",1,"n"
"13946","MM_078","mine","yours",2,"n"
"13947","MM_078","mine","owner",3,"n"
"13948","MM_078","truck","vechile",1,"n"
"13949","MM_078","truck","car",2,"n"
"13950","MM_078","truck","drive",3,"n"
"13951","MM_078","tiny","little",1,"n"
"13952","MM_078","tiny","small",2,"n"
"13953","MM_078","tiny","minature",3,"n"
"13954","MM_078","purse","bag",1,"n"
"13955","MM_078","purse","accessorie",2,"n"
"13956","MM_078","purse","clear",3,"n"
"13957","MM_078","mommy","mother",1,"n"
"13958","MM_078","mommy","mom",2,"n"
"13959","MM_078","mommy","baby",3,"n"
"13960","MM_078","stand","up",1,"n"
"13961","MM_078","stand","feet",2,"n"
"13962","MM_078","stand","tall",3,"n"
"13963","MM_078","like","similar",1,"n"
"13964","MM_078","like","love",2,"n"
"13965","MM_078","like","alike",3,"n"
"13966","MM_078","will","do",1,"n"
"13967","MM_078","will","question",2,"n"
"13968","MM_078","will","obligation",3,"n"
"13969","MM_078","try","effort",1,"n"
"13970","MM_078","try","practice",2,"n"
"13971","MM_078","try","do",3,"n"
"13972","MM_078","fine","okay",1,"n"
"13973","MM_078","fine","feeling",2,"n"
"13974","MM_078","fine","money",3,"n"
"13975","MM_078","jump","action",1,"n"
"13976","MM_078","jump","leap",2,"n"
"13977","MM_078","jump","frog",3,"n"
"13978","MM_078","buy","spend",1,"n"
"13979","MM_078","buy","money",2,"n"
"13980","MM_078","buy","shopping",3,"n"
"13981","MM_078","drive","car",1,"n"
"13982","MM_078","drive","road",2,"n"
"13983","MM_078","drive","truck",3,"n"
"13984","MM_078","take","steal",1,"n"
"13985","MM_078","take","use",2,"n"
"13986","MM_078","take","have",3,"n"
"13987","MM_078","more","lots",1,"n"
"13988","MM_078","more","multiple",2,"n"
"13989","MM_078","more","multiple",3,"n"
"13990","MM_078","please","respectful",1,"n"
"13991","MM_078","please","question",2,"n"
"13992","MM_078","please","nice",3,"n"
"13993","MM_078","pizza","food",1,"n"
"13994","MM_078","pizza","eat",2,"n"
"13995","MM_078","pizza","greasy",3,"n"
"13996","MM_078","with","by",1,"n"
"13997","MM_078","with","near",2,"n"
"13998","MM_078","with","combine",3,"n"
"13999","MM_078","yes","sure",1,"n"
"14000","MM_078","yes","no",2,"n"
"14001","MM_078","yes","good",3,"n"
"14002","MM_078","love","relationship",1,"n"
"14003","MM_078","love","marriage",2,"n"
"14004","MM_078","love","feeling",3,"n"
"14005","MM_078","hug","gesture",1,"n"
"14006","MM_078","hug","kind",2,"n"
"14007","MM_078","hug","greeting",3,"n"
"14008","MM_078","hi","hello",1,"n"
"14009","MM_078","hi","greeting",2,"n"
"14010","MM_078","hi","by",3,"n"
"14011","MM_078","careful","gentle",1,"n"
"14012","MM_078","careful","aware",2,"n"
"14013","MM_078","careful","important",3,"n"
"14014","MM_078","coffee","energy",1,"n"
"14015","MM_078","coffee","drink",2,"n"
"14016","MM_078","coffee","flavors",3,"n"
"14017","MM_078","yogurt","food",1,"n"
"14018","MM_078","yogurt","flavors",2,"n"
"14019","MM_078","yogurt","breakfast",3,"n"
"14020","MM_078","glasses","eyes",1,"n"
"14021","MM_078","glasses","vision",2,"n"
"14022","MM_078","glasses","see",3,"n"
"14023","MM_078","daddy","child",1,"n"
"14024","MM_078","daddy","dad",2,"n"
"14025","MM_078","daddy","father",3,"n"
"14026","MM_078","empty","unfilled",1,"n"
"14027","MM_078","empty","unfull",2,"n"
"14028","MM_078","empty","blank",3,"n"
"14029","MM_078","church","",1,"n"
"14030","MM_078","church","god",2,"n"
"14031","MM_078","church","worship",3,"n"
"14032","MM_078","high","height",1,"n"
"14033","MM_078","high","low",2,"n"
"14034","MM_078","high","tall",3,"n"
"14035","MM_078","kitchen","food",1,"n"
"14036","MM_078","kitchen","chef",2,"n"
"14037","MM_078","kitchen","stove",3,"n"
"14038","MM_078","wind","blow",1,"n"
"14039","MM_078","wind","air",2,"n"
"14040","MM_078","wind","sky",3,"n"
"14041","MM_079","mommy","provider",1,"c"
"14042","MM_079","mommy","love",2,"c"
"14043","MM_079","mommy","happy",3,"c"
"14044","MM_079","thirsty","parched",1,"c"
"14045","MM_079","thirsty","dehydrated",2,"c"
"14046","MM_079","thirsty","exhausted",3,"c"
"14047","MM_079","climb","moutain",1,"c"
"14048","MM_079","climb","up",2,"c"
"14049","MM_079","climb","harnest",3,"c"
"14050","MM_079","tiny","mini",1,"c"
"14051","MM_079","tiny","small",2,"c"
"14052","MM_079","tiny","micro",3,"c"
"14053","MM_079","drive","car",1,"c"
"14054","MM_079","drive","travel",2,"c"
"14055","MM_079","drive","street",3,"c"
"14056","MM_079","take","grab",1,"c"
"14057","MM_079","take","get",2,"c"
"14058","MM_079","take","snatch",3,"c"
"14059","MM_079","teacher","learn",1,"c"
"14060","MM_079","teacher","inform",2,"c"
"14061","MM_079","teacher","school",3,"c"
"14062","MM_079","kitchen","cook",1,"c"
"14063","MM_079","kitchen","food",2,"c"
"14064","MM_079","kitchen","oven",3,"c"
"14065","MM_079","little","tiny",1,"c"
"14066","MM_079","little","small",2,"c"
"14067","MM_079","little","pinch",3,"c"
"14068","MM_079","truck","big",1,"c"
"14069","MM_079","truck","drive",2,"c"
"14070","MM_079","truck","wheels",3,"c"
"14071","MM_079","bench","sit",1,"c"
"14072","MM_079","bench","park",2,"c"
"14073","MM_079","bench","rest",3,"c"
"14074","MM_079","share","give",1,"c"
"14075","MM_079","share","offer",2,"c"
"14076","MM_079","share","",3,"c"
"14077","MM_079","feed","hungry",1,"c"
"14078","MM_079","feed","appitite",2,"c"
"14079","MM_079","feed","food",3,"c"
"14080","MM_079","buy","money",1,"c"
"14081","MM_079","buy","spend",2,"c"
"14082","MM_079","buy","give",3,"c"
"14083","MM_079","wind","weather",1,"c"
"14084","MM_079","wind","chill",2,"c"
"14085","MM_079","wind","breeze",3,"c"
"14086","MM_079","talk","speak",1,"c"
"14087","MM_079","talk","inform",2,"c"
"14088","MM_079","talk","conversation",3,"c"
"14089","MM_079","light","day",1,"c"
"14090","MM_079","light","bright",2,"c"
"14091","MM_079","light","traffic",3,"c"
"14092","MM_079","game","sport",1,"c"
"14093","MM_079","game","fun",2,"c"
"14094","MM_079","game","friends",3,"c"
"14095","MM_079","movie","friends",1,"c"
"14096","MM_079","movie","silent",2,"c"
"14097","MM_079","movie","dark",3,"c"
"14098","MM_079","people","diverse",1,"c"
"14099","MM_079","people","fun",2,"c"
"14100","MM_079","people","play",3,"c"
"14101","MM_079","tiger","strips",1,"c"
"14102","MM_079","tiger","fast",2,"c"
"14103","MM_079","tiger","louisiana",3,"c"
"14104","MM_079","like","good",1,"c"
"14105","MM_079","like","accept",2,"c"
"14106","MM_079","like","",3,"c"
"14107","MM_079","love","pink",1,"c"
"14108","MM_079","love","soulmate",2,"c"
"14109","MM_079","love","marriage",3,"c"
"14110","MM_079","why","wonder",1,"c"
"14111","MM_079","why","question",2,"c"
"14112","MM_079","why","knowledge",3,"c"
"14113","MM_079","bedroom","sleep",1,"c"
"14114","MM_079","bedroom","comfort",2,"c"
"14115","MM_079","bedroom","peace",3,"c"
"14116","MM_079","please","asking",1,"c"
"14117","MM_079","please","polite",2,"c"
"14118","MM_079","please","nice",3,"c"
"14119","MM_079","high","above",1,"c"
"14120","MM_079","high","up",2,"c"
"14121","MM_079","high","tall",3,"c"
"14122","MM_079","purse","storage",1,"c"
"14123","MM_079","purse","cute",2,"c"
"14124","MM_079","purse","brands",3,"c"
"14125","MM_079","kiss","love",1,"c"
"14126","MM_079","kiss","affection",2,"c"
"14127","MM_079","kiss","happy",3,"c"
"14128","MM_079","yogurt","snack",1,"c"
"14129","MM_079","yogurt","granola",2,"c"
"14130","MM_079","yogurt","flavors",3,"c"
"14131","MM_079","try","help",1,"c"
"14132","MM_079","try","achieve",2,"c"
"14133","MM_079","try","learn",3,"c"
"14134","MM_079","pillow","sleep",1,"c"
"14135","MM_079","pillow","bed",2,"c"
"14136","MM_079","pillow","decoration",3,"c"
"14137","MM_079","dance","happy",1,"c"
"14138","MM_079","dance","music",2,"c"
"14139","MM_079","dance","passion",3,"c"
"14140","MM_079","stand","",1,"c"
"14141","MM_079","stand","",2,"c"
"14142","MM_079","stand","",3,"c"
"14143","MM_079","careful","safe",1,"c"
"14144","MM_079","careful","cautious",2,"c"
"14145","MM_079","careful","health",3,"c"
"14146","MM_079","doctor","health",1,"c"
"14147","MM_079","doctor","wellness",2,"c"
"14148","MM_079","doctor","career",3,"c"
"14149","MM_079","will","able",1,"c"
"14150","MM_079","will","allow",2,"c"
"14151","MM_079","will","can",3,"c"
"14152","MM_079","more","give",1,"c"
"14153","MM_079","more","bigger",2,"c"
"14154","MM_079","more","large",3,"c"
"14155","MM_079","hi","greeting",1,"c"
"14156","MM_079","hi","polite",2,"c"
"14157","MM_079","hi","hey",3,"c"
"14158","MM_079","yes","agree",1,"c"
"14159","MM_079","yes","allowing",2,"c"
"14160","MM_079","yes","confirmation",3,"c"
"14161","MM_079","glasses","eyes",1,"c"
"14162","MM_079","glasses","sight",2,"c"
"14163","MM_079","glasses","vision",3,"c"
"14164","MM_079","ankle","body",1,"c"
"14165","MM_079","ankle","foot",2,"c"
"14166","MM_079","ankle","two",3,"c"
"14167","MM_079","turn","direction",1,"c"
"14168","MM_079","turn","walking",2,"c"
"14169","MM_079","turn","driving",3,"c"
"14170","MM_079","sneaker","foot",1,"c"
"14171","MM_079","sneaker","outfit",2,"c"
"14172","MM_079","sneaker","brands",3,"c"
"14173","MM_079","hug","affection",1,"c"
"14174","MM_079","hug","love",2,"c"
"14175","MM_079","hug","greeting",3,"c"
"14176","MM_079","daddy","provider",1,"c"
"14177","MM_079","daddy","family",2,"c"
"14178","MM_079","daddy","love",3,"c"
"14179","MM_079","with","both",1,"c"
"14180","MM_079","with","two",2,"c"
"14181","MM_079","with","together",3,"c"
"14182","MM_079","fine","thin",1,"c"
"14183","MM_079","fine","cute",2,"c"
"14184","MM_079","fine","small",3,"c"
"14185","MM_079","run","outside",1,"c"
"14186","MM_079","run","sports",2,"c"
"14187","MM_079","run","adventure",3,"c"
"14188","MM_079","coffee","morning",1,"c"
"14189","MM_079","coffee","hot",2,"c"
"14190","MM_079","coffee","beans",3,"c"
"14191","MM_079","coke","thirsty",1,"c"
"14192","MM_079","coke","drink",2,"c"
"14193","MM_079","coke","carbonated",3,"c"
"14194","MM_079","jump","up",1,"c"
"14195","MM_079","jump","high",2,"c"
"14196","MM_079","jump","trampoline",3,"c"
"14197","MM_079","shopping","spend",1,"c"
"14198","MM_079","shopping","mall",2,"c"
"14199","MM_079","shopping","joy",3,"c"
"14200","MM_079","hat","fashion",1,"c"
"14201","MM_079","hat","sport",2,"c"
"14202","MM_079","hat","covering",3,"c"
"14203","MM_079","church","gospel",1,"c"
"14204","MM_079","church","holy",2,"c"
"14205","MM_079","church","god",3,"c"
"14206","MM_079","show","watch",1,"c"
"14207","MM_079","show","broadcasted",2,"c"
"14208","MM_079","show","see",3,"c"
"14209","MM_079","medicine","health",1,"c"
"14210","MM_079","medicine","recovery",2,"c"
"14211","MM_079","medicine","help",3,"c"
"14212","MM_079","empty","gone",1,"c"
"14213","MM_079","empty","nothing",2,"c"
"14214","MM_079","empty","",3,"c"
"14215","MM_079","mine","possesive",1,"c"
"14216","MM_079","mine","me",2,"c"
"14217","MM_079","mine","myself",3,"c"
"14218","MM_079","pizza","food",1,"c"
"14219","MM_079","pizza","cheese",2,"c"
"14220","MM_079","pizza","toppigs",3,"c"
"14221","MM_080","careful","steady",1,"c"
"14222","MM_080","careful","slow",2,"c"
"14223","MM_080","careful","patience",3,"c"
"14224","MM_080","glasses","see",1,"c"
"14225","MM_080","glasses","perscription",2,"c"
"14226","MM_080","glasses","nerdy",3,"c"
"14227","MM_080","love","feelings",1,"c"
"14228","MM_080","love","cute",2,"c"
"14229","MM_080","love","unconditional",3,"c"
"14230","MM_080","will","ability",1,"c"
"14231","MM_080","will","",2,"c"
"14232","MM_080","will","",3,"c"
"14233","MM_080","kitchen","cook",1,"c"
"14234","MM_080","kitchen","bake",2,"c"
"14235","MM_080","kitchen","food",3,"c"
"14236","MM_080","daddy","father",1,"c"
"14237","MM_080","daddy","papa",2,"c"
"14238","MM_080","daddy","dad",3,"c"
"14239","MM_080","empty","nothing",1,"c"
"14240","MM_080","empty","blank",2,"c"
"14241","MM_080","empty","zero",3,"c"
"14242","MM_080","run","track",1,"c"
"14243","MM_080","run","fast",2,"c"
"14244","MM_080","run","speed",3,"c"
"14245","MM_080","church","holy",1,"c"
"14246","MM_080","church","singing",2,"c"
"14247","MM_080","church","prayer",3,"c"
"14248","MM_080","pizza","circle",1,"c"
"14249","MM_080","pizza","food",2,"c"
"14250","MM_080","pizza","slices",3,"c"
"14251","MM_080","purse","holder",1,"c"
"14252","MM_080","purse","wallet",2,"c"
"14253","MM_080","purse","items",3,"c"
"14254","MM_080","medicine","nasty",1,"c"
"14255","MM_080","medicine","helpful",2,"c"
"14256","MM_080","medicine","pill",3,"c"
"14257","MM_080","turn","around",1,"c"
"14258","MM_080","turn","signal",2,"c"
"14259","MM_080","turn","time",3,"c"
"14260","MM_080","talk","communication",1,"c"
"14261","MM_080","talk","loud",2,"c"
"14262","MM_080","talk","quiet",3,"c"
"14263","MM_080","tiny","small",1,"c"
"14264","MM_080","tiny","ants",2,"c"
"14265","MM_080","tiny","little",3,"c"
"14266","MM_080","bedroom","sleep",1,"c"
"14267","MM_080","bedroom","homebody",2,"c"
"14268","MM_080","bedroom","bed",3,"c"
"14269","MM_080","please","nice",1,"c"
"14270","MM_080","please","polite",2,"c"
"14271","MM_080","please","thoughtful",3,"c"
"14272","MM_080","climb","rocks",1,"c"
"14273","MM_080","climb","mountains",2,"c"
"14274","MM_080","climb","crawl",3,"c"
"14275","MM_080","game","board",1,"c"
"14276","MM_080","game","digital",2,"c"
"14277","MM_080","game","fun",3,"c"
"14278","MM_080","drive","car",1,"c"
"14279","MM_080","drive","automobile",2,"c"
"14280","MM_080","drive","scary",3,"c"
"14281","MM_080","sneaker","shoes",1,"c"
"14282","MM_080","sneaker","jordans",2,"c"
"14283","MM_080","sneaker","vans",3,"c"
"14284","MM_080","jump","high",1,"c"
"14285","MM_080","jump","rope",2,"c"
"14286","MM_080","jump","active",3,"c"
"14287","MM_080","hi","hello",1,"c"
"14288","MM_080","hi","welcome",2,"c"
"14289","MM_080","hi","hey",3,"c"
"14290","MM_080","mommy","love",1,"c"
"14291","MM_080","mommy","mother",2,"c"
"14292","MM_080","mommy","favorite",3,"c"
"14293","MM_080","tiger","animal",1,"c"
"14294","MM_080","tiger","college",2,"c"
"14295","MM_080","tiger","favorite",3,"c"
"14296","MM_080","coke","drink",1,"c"
"14297","MM_080","coke","nasty",2,"c"
"14298","MM_080","coke","acid",3,"c"
"14299","MM_080","take","keep",1,"c"
"14300","MM_080","take","want",2,"c"
"14301","MM_080","take","grab",3,"c"
"14302","MM_080","share","give",1,"c"
"14303","MM_080","share","nice",2,"c"
"14304","MM_080","share","caring",3,"c"
"14305","MM_080","hat","bald",1,"c"
"14306","MM_080","hat","mom",2,"c"
"14307","MM_080","hat","hair",3,"c"
"14308","MM_080","light","lamp",1,"c"
"14309","MM_080","light","color",2,"c"
"14310","MM_080","light","bright",3,"c"
"14311","MM_080","like","favorite",1,"c"
"14312","MM_080","like","love",2,"c"
"14313","MM_080","like","want",3,"c"
"14314","MM_080","try","attempt",1,"c"
"14315","MM_080","try","possibility",2,"c"
"14316","MM_080","try","maybe",3,"c"
"14317","MM_080","yogurt","fruity",1,"c"
"14318","MM_080","yogurt","strawberry",2,"c"
"14319","MM_080","yogurt","banana",3,"c"
"14320","MM_080","teacher","respect",1,"c"
"14321","MM_080","teacher","listen",2,"c"
"14322","MM_080","teacher","job",3,"c"
"14323","MM_080","with","within",1,"c"
"14324","MM_080","with","without",2,"c"
"14325","MM_080","with","together",3,"c"
"14326","MM_080","more","greedy",1,"c"
"14327","MM_080","more","want",2,"c"
"14328","MM_080","more","have",3,"c"
"14329","MM_080","feed","lizard",1,"c"
"14330","MM_080","feed","worms",2,"c"
"14331","MM_080","feed","crickets",3,"c"
"14332","MM_080","pillow","sleep",1,"c"
"14333","MM_080","pillow","favorite",2,"c"
"14334","MM_080","pillow","cold",3,"c"
"14335","MM_080","fine","content",1,"c"
"14336","MM_080","fine","okay",2,"c"
"14337","MM_080","fine","good",3,"c"
"14338","MM_080","why","reason",1,"c"
"14339","MM_080","why","compel",2,"c"
"14340","MM_080","why","make",3,"c"
"14341","MM_080","stand","up",1,"c"
"14342","MM_080","stand","protest",2,"c"
"14343","MM_080","stand","jury",3,"c"
"14344","MM_080","people","annoying",1,"c"
"14345","MM_080","people","human",2,"c"
"14346","MM_080","people","creative",3,"c"
"14347","MM_080","wind","cold",1,"c"
"14348","MM_080","wind","breeze",2,"c"
"14349","MM_080","wind","flow",3,"c"
"14350","MM_080","buy","best",1,"c"
"14351","MM_080","buy","want",2,"c"
"14352","MM_080","buy","supplies",3,"c"
"14353","MM_080","truck","dad",1,"c"
"14354","MM_080","truck","driver",2,"c"
"14355","MM_080","truck","big",3,"c"
"14356","MM_080","hug","dislike",1,"c"
"14357","MM_080","hug","warm",2,"c"
"14358","MM_080","hug","tight",3,"c"
"14359","MM_080","ankle","break",1,"c"
"14360","MM_080","ankle","fracture",2,"c"
"14361","MM_080","ankle","sprain",3,"c"
"14362","MM_080","dance","kid",1,"c"
"14363","MM_080","dance","fun",2,"c"
"14364","MM_080","dance","performative",3,"c"
"14365","MM_080","bench","sit",1,"c"
"14366","MM_080","bench","lay",2,"c"
"14367","MM_080","bench","park",3,"c"
"14368","MM_080","thirsty","drink",1,"c"
"14369","MM_080","thirsty","parched",2,"c"
"14370","MM_080","thirsty","water",3,"c"
"14371","MM_080","doctor","future",1,"c"
"14372","MM_080","doctor","job",2,"c"
"14373","MM_080","doctor","pediatric",3,"c"
"14374","MM_080","shopping","love",1,"c"
"14375","MM_080","shopping","easy",2,"c"
"14376","MM_080","shopping","addictive",3,"c"
"14377","MM_080","movie","jumanji",1,"c"
"14378","MM_080","movie","screne",2,"c"
"14379","MM_080","movie","theater",3,"c"
"14380","MM_080","yes","nod",1,"c"
"14381","MM_080","yes","permission",2,"c"
"14382","MM_080","yes","no",3,"c"
"14383","MM_080","little","small",1,"c"
"14384","MM_080","little","child",2,"c"
"14385","MM_080","little","baby",3,"c"
"14386","MM_080","mine","belonging",1,"c"
"14387","MM_080","mine","want",2,"c"
"14388","MM_080","mine","have",3,"c"
"14389","MM_080","kiss","naasty",1,"c"
"14390","MM_080","kiss","cute",2,"c"
"14391","MM_080","kiss","couple",3,"c"
"14392","MM_080","show","play",1,"c"
"14393","MM_080","show","present",2,"c"
"14394","MM_080","show","series",3,"c"
"14395","MM_080","high","smoke",1,"c"
"14396","MM_080","high","cliff",2,"c"
"14397","MM_080","high","upwards",3,"c"
"14398","MM_080","coffee","nasty",1,"c"
"14399","MM_080","coffee","sugar",2,"c"
"14400","MM_080","coffee","starbucks",3,"c"
"14401","MM_081","run","excersise",1,"cl"
"14402","MM_081","run","fun",2,"cl"
"14403","MM_081","run","gym",3,"cl"
"14404","MM_081","church","music",1,"cl"
"14405","MM_081","church","catholic",2,"cl"
"14406","MM_081","church","mass",3,"cl"
"14407","MM_081","kitchen","cook",1,"cl"
"14408","MM_081","kitchen","bake",2,"cl"
"14409","MM_081","kitchen","yummy",3,"cl"
"14410","MM_081","dance","sport",1,"cl"
"14411","MM_081","dance","hiphop",2,"cl"
"14412","MM_081","dance","team",3,"cl"
"14413","MM_081","purse","money",1,"cl"
"14414","MM_081","purse","wallet",2,"cl"
"14415","MM_081","purse","bag",3,"cl"
"14416","MM_081","like","food",1,"cl"
"14417","MM_081","like","friends",2,"cl"
"14418","MM_081","like","family",3,"cl"
"14419","MM_081","take","freebies",1,"cl"
"14420","MM_081","take","coupons",2,"cl"
"14421","MM_081","take","samples",3,"cl"
"14422","MM_081","tiger","school",1,"cl"
"14423","MM_081","tiger","purple",2,"cl"
"14424","MM_081","tiger","gold",3,"cl"
"14425","MM_081","mine","me",1,"cl"
"14426","MM_081","mine","i",2,"cl"
"14427","MM_081","mine","only",3,"cl"
"14428","MM_081","show","performance",1,"cl"
"14429","MM_081","show","television",2,"cl"
"14430","MM_081","show","series",3,"cl"
"14431","MM_081","pizza","cheese",1,"cl"
"14432","MM_081","pizza","pepperoni",2,"cl"
"14433","MM_081","pizza","food",3,"cl"
"14434","MM_081","light","yellow",1,"cl"
"14435","MM_081","light","see",2,"cl"
"14436","MM_081","light","repunzel",3,"cl"
"14437","MM_081","medicine","better",1,"cl"
"14438","MM_081","medicine","good",2,"cl"
"14439","MM_081","medicine","helps",3,"cl"
"14440","MM_081","truck","ford",1,"cl"
"14441","MM_081","truck","big",2,"cl"
"14442","MM_081","truck","monster",3,"cl"
"14443","MM_081","bedroom","bed",1,"cl"
"14444","MM_081","bedroom","cozy",2,"cl"
"14445","MM_081","bedroom","warm",3,"cl"
"14446","MM_081","stand","tall",1,"cl"
"14447","MM_081","stand","feet",2,"cl"
"14448","MM_081","stand","hurts",3,"cl"
"14449","MM_081","ankle","boney",1,"cl"
"14450","MM_081","ankle","cracks",2,"cl"
"14451","MM_081","ankle","small",3,"cl"
"14452","MM_081","feed","cats",1,"cl"
"14453","MM_081","feed","food",2,"cl"
"14454","MM_081","feed","baby",3,"cl"
"14455","MM_081","turn","dance",1,"cl"
"14456","MM_081","turn","pirouette",2,"cl"
"14457","MM_081","turn","pivot",3,"cl"
"14458","MM_081","teacher","woman",1,"cl"
"14459","MM_081","teacher","apple",2,"cl"
"14460","MM_081","teacher","school",3,"cl"
"14461","MM_081","fine","okay",1,"cl"
"14462","MM_081","fine","alright",2,"cl"
"14463","MM_081","fine","just",3,"cl"
"14464","MM_081","movie","actor",1,"cl"
"14465","MM_081","movie","actress",2,"cl"
"14466","MM_081","movie","amusing",3,"cl"
"14467","MM_081","pillow","comfy",1,"cl"
"14468","MM_081","pillow","soft",2,"cl"
"14469","MM_081","pillow","warm",3,"cl"
"14470","MM_081","thirsty","water",1,"cl"
"14471","MM_081","thirsty","hydrate",2,"cl"
"14472","MM_081","thirsty","electrolyte",3,"cl"
"14473","MM_081","wind","cold",1,"cl"
"14474","MM_081","wind","air",2,"cl"
"14475","MM_081","wind","winter",3,"cl"
"14476","MM_081","mommy","sweet",1,"cl"
"14477","MM_081","mommy","comforting",2,"cl"
"14478","MM_081","mommy","hug",3,"cl"
"14479","MM_081","coffee","delicious",1,"cl"
"14480","MM_081","coffee","brown",2,"cl"
"14481","MM_081","coffee","creamy",3,"cl"
"14482","MM_081","love","family",1,"cl"
"14483","MM_081","love","friends",2,"cl"
"14484","MM_081","love","boyfriend",3,"cl"
"14485","MM_081","buy","shoppinf",1,"cl"
"14486","MM_081","buy","clothes",2,"cl"
"14487","MM_081","buy","food",3,"cl"
"14488","MM_081","climb","mountains",1,"cl"
"14489","MM_081","climb","trees",2,"cl"
"14490","MM_081","climb","rocks",3,"cl"
"14491","MM_081","daddy","father",1,"cl"
"14492","MM_081","daddy","dad",2,"cl"
"14493","MM_081","daddy","money",3,"cl"
"14494","MM_081","try","active",1,"cl"
"14495","MM_081","try","smart",2,"cl"
"14496","MM_081","try","hard",3,"cl"
"14497","MM_081","hug","loving",1,"cl"
"14498","MM_081","hug","relief",2,"cl"
"14499","MM_081","hug","warm",3,"cl"
"14500","MM_081","yogurt","greek",1,"cl"
"14501","MM_081","yogurt","vanilla",2,"cl"
"14502","MM_081","yogurt","yum",3,"cl"
"14503","MM_081","drive","car",1,"cl"
"14504","MM_081","drive","street",2,"cl"
"14505","MM_081","drive","truck",3,"cl"
"14506","MM_081","talk","fast",1,"cl"
"14507","MM_081","talk","english",2,"cl"
"14508","MM_081","talk","easy",3,"cl"
"14509","MM_081","jump","leap",1,"cl"
"14510","MM_081","jump","calypso",2,"cl"
"14511","MM_081","jump","high",3,"cl"
"14512","MM_081","doctor","medicine",1,"cl"
"14513","MM_081","doctor","help",2,"cl"
"14514","MM_081","doctor","fix",3,"cl"
"14515","MM_081","empty","stomach",1,"cl"
"14516","MM_081","empty","bottle",2,"cl"
"14517","MM_081","empty","house",3,"cl"
"14518","MM_081","people","adults",1,"cl"
"14519","MM_081","people","baby",2,"cl"
"14520","MM_081","people","teens",3,"cl"
"14521","MM_081","will","able",1,"cl"
"14522","MM_081","will","free",2,"cl"
"14523","MM_081","will","name",3,"cl"
"14524","MM_081","game","softball",1,"cl"
"14525","MM_081","game","soccer",2,"cl"
"14526","MM_081","game","football",3,"cl"
"14527","MM_081","hi","hey",1,"cl"
"14528","MM_081","hi","hello",2,"cl"
"14529","MM_081","hi","introduction",3,"cl"
"14530","MM_081","hat","beenie",1,"cl"
"14531","MM_081","hat","flatbill",2,"cl"
"14532","MM_081","hat","baseball",3,"cl"
"14533","MM_081","more","food",1,"cl"
"14534","MM_081","more","money",2,"cl"
"14535","MM_081","more","friends",3,"cl"
"14536","MM_081","tiny","girl",1,"cl"
"14537","MM_081","tiny","dog",2,"cl"
"14538","MM_081","tiny","baby",3,"cl"
"14539","MM_081","sneaker","shoes",1,"cl"
"14540","MM_081","sneaker","run",2,"cl"
"14541","MM_081","sneaker","laces",3,"cl"
"14542","MM_081","high","coaster",1,"cl"
"14543","MM_081","high","jump",2,"cl"
"14544","MM_081","high","airplane",3,"cl"
"14545","MM_081","why","question",1,"cl"
"14546","MM_081","why","how",2,"cl"
"14547","MM_081","why","when",3,"cl"
"14548","MM_081","kiss","romantic",1,"cl"
"14549","MM_081","kiss","boyfriend",2,"cl"
"14550","MM_081","kiss","family",3,"cl"
"14551","MM_081","share","food",1,"cl"
"14552","MM_081","share","toys",2,"cl"
"14553","MM_081","share","pets",3,"cl"
"14554","MM_081","yes","no",1,"cl"
"14555","MM_081","yes","good",2,"cl"
"14556","MM_081","yes","allow",3,"cl"
"14557","MM_081","bench","seat",1,"cl"
"14558","MM_081","bench","outside",2,"cl"
